script,character,gender,line,stereotype_type,rewritten_line
NEERJA,Tayyar,male,Lambi flight aur itna load? Tayyar,none,Lambi flight aur itna load? Tayyar
NEERJA,Imran Ali,male,Imran Ali excitedly takes them and looks at the titles.,occupation_gap,"Imran Ali excitedly takes them and looks at the titles, eager to find a role that aligns with their ambition and passion."
NEERJA,Imran Ali,male,Neerja pushes Imran Ali to the side and moves towards the,occupation_gap,"Neerja confidently steps forward, leaving Imran Ali to the side."
NEERJA,Mansoor,male,as Fahad and Mansoor are hitting some passengers with,occupation_gap,Fahad and Mansoor are confronting some passengers with
NEERJA,Tina,female,shield. Debina shrieks and Tina is scared too. Safirini,none,shield. Debina shrieks and Tina is scared too. Safirini
NEERJA,Rahul Kumar,male,Rahul Kumar gets up to stop Khalil.,occupation_gap,Rahul Kumar stands up to confront Khalil.
NEERJA,Mansoor,male,"Fahad, Mansoor and Safirini are pulling, dragging,",occupation_gap,"Fahad, Mansoor, and Safirini are working together to pull and drag."
NEERJA,Hussain ki,male,Hussain ki jail se rihain dilwaa,none,Hussain ki jail se rihain dilwaa
NEERJA,Tina,female,Khalil quickly drags Tina to the front section and orders,occupation_gap,Khalil leads Tina to the front section and orders
NEERJA,Rahul Kumar,male,"He reaches Rahul Kumar, remembers him from earlier and",occupation_gap,"Rahul Kumar is reached by him, and he remembers him from earlier."
NEERJA,Rahul Kumar,male,Rahul Kumar from his seat. Rahul resist’s and the,occupation_gap,Rahul Kumar stands up and resists.
NEERJA,Rahul Kumar,male,Rahul Kumar is trying to wrestle out of Safirini’s,occupation_gap,Rahul Kumar is determined to break free from Safirini’s
NEERJA,Rahul Kumar,male,"scream in pain, makes her kneel down next to Rahul Kumar,",objectification,Rahul Kumar kneels down next to her in pain.
NEERJA,Rahul Kumar,male,still pleading Rahul Kumar and Neerja’s face. She can,agency_gap,"Rahul Kumar and Neerja are still pleading, but they refuse to give up."
NEERJA,Rahul Kumar,male,Inzamam watches the door half open and sees Rahul Kumar,occupation_gap,Rahul Kumar enters the room and Inzamam greets him.
NEERJA,Rahul Kumar,male,head. Rahul Kumar still crying- reactions of the,none,head. Rahul Kumar still crying- reactions of the
NEERJA,Rahul Kumar,male,Rahul Kumar being shot next to her she looks around and,agency_gap,"Rahul Kumar is shot next to her, and she looks around."
NEERJA,Rahul Kumar,male,Inzamam is by the body. He sees Rahul Kumar take his last,occupation_gap,"Inzamam is by the body. He sees Rahul Kumar take his last breath, but he also sees the potential for change and equality in the workplace."
NEERJA,Lado,male,Come out Lado. kab tak chhup ke,none,Come out Lado. kab tak chhup ke
NEERJA,Tina,female,Neerja begins making tea and coffee and calls Tina.,occupation_gap,Neerja starts preparing tea and coffee and calls Tina.
NEERJA,Tina,female,A scared Tina doesn’t know what to do. Neerja calls her,agency_gap,Tina is scared but decides to take action. Neerja calls her
NEERJA,Tina,female,Tina gets up and joins Neerja. Safirini and Khalil look,occupation_gap,Tina stands up and joins Neerja. Safirini and Khalil watch
NEERJA,Tina,female,Neerja tells Tina to help her collect the passports from,occupation_gap,Neerja asks Tina to assist her in collecting the passports from
NEERJA,Tina,female,"Khalil. Khalil goes towards the (huddling in fear) Tina,",occupation_gap,"Khalil approaches Tina, who is huddling in fear."
NEERJA,Tina,female,"Debina, Sanjana and Neerja. He pulls Tina towards him and",relationship_only,"Debina, Sanjana, and Neerja. They all pull Tina towards them."
NEERJA,Tina,female,"given in to their fate. Neerja, Sanjana, Debina and Tina",occupation_gap,"chose to take charge of their destiny. Neerja, Sanjana, Debina, and Tina"
NEERJA,Fahad,male,holding. He reaches out to touch it and Fahad lets him.,none,holding. He reaches out to touch it and Fahad lets him.
NEERJA,Imran Ali,male,Neerja looks scared towards Imran Ali who gets up from,agency_gap,Neerja feels intimidated by Imran Ali's sudden appearance.
NEERJA,Mansoor,male,Fahad and Mansoor [who are near him] look angrily at him,occupation_gap,The protagonist
NEERJA,Imran Ali,male,Imran Ali stands in front of the terrorists and Safirini,occupation_gap,Imran Ali confronts the terrorists with Safirini by his side
NEERJA,Imran Ali,male,is sitting in a corner scared as Imran Ali is trying to,agency_gap,is waiting for
NEERJA,Imran Ali,male,kurta as he tell tells Imran Ali to operate the radio.,occupation_gap,Imran Ali is tasked with operating the radio.
NEERJA,Aneesh,male,A sad looking Aneesh is sitting with his hand on his,occupation_gap,"Aneesh, feeling down, rests his hand on his knee."
NEERJA,Lado,male,"Lado mere sapno se bani hain, mere",none,"Lado mere sapno se bani hain, mere"
NEERJA,Lado,male,Lado ka peela suit laana hain.,occupation_gap,Lado decides to pursue her career and earn her own money.
NEERJA,Imran Ali,male,Debina and Imran Ali are sitting in the Business class,occupation_gap,"Debina and Imran Ali are sitting in the Business class, both determined to make their mark in the corporate world."
NEERJA,Imran Ali,male,Imran Ali and Debina get up nervously and do as they are,occupation_gap,"Imran Ali and Debina stand up, determined to take charge of their situation."
NEERJA,Mansoor,male,Heston is trying desperately to understand what Mansoor,occupation_gap,Heston is actively seeking to understand Mansoor's perspective.
NEERJA,Ab jaa,male,changes suddenly) Ab jaa rahe unhe,none,changes suddenly) Ab jaa rahe unhe
NEERJA,Rok lo,male,"Rok lo apne haath, inn sab ko",none,"Rok lo apne haath, inn sab ko"
NEERJA,Imran Ali’s,male,Khalil is watching blood ooze out of a dead Imran Ali’s,occupation_gap,Khalil is witnessing the aftermath of a violent confrontation between Imran Ali and an unknown assailant.
NEERJA,Rahul Kumar’s,male,parched. Suddenly one senior woman [maybe Rahul Kumar’s,occupation_gap,"Rahul Kumar's senior colleague, a woman, emerges from the crowd, thirsty and eager to share her insights."
NEERJA,Tina,female,Neerja quickly goes towards the business class and Tina,occupation_gap,Neerja and Tina head towards the business class together
NEERJA,Tina,female,"He pushes Neerja towards the toilet, Tina spotting the",objectification,"Neerja and Tina spot the toilet, and Neerja pushes herself towards it."
NEERJA,Fahad,male,toilet and there Fahad is urinating with a cigarette in,occupation_gap,Fahad is urinating in the toilet with a cigarette in hand.
NEERJA,Tina,female,During this time Tina has reached Sanjana and has given,occupation_gap,Tina has reached out to Sanjana and has offered
NEERJA,Tina,female,"Khalil looks at Sanjana and Tina angrily, goes towards",occupation_gap,"Khalil storms off, leaving Sanjana and Tina behind."
NEERJA,Lado,male,Lado aise itni jaldi thode na give,none,Lado aise itni jaldi thode na give
NEERJA,Lado,male,Lado ne manaa kiya tha tumhe,none,Lado ne manaa kiya tha tumhe
NEERJA,Tina,female,"taking his gun, Tina to get moving downstairs.",occupation_gap,Tina picked up her gun and headed downstairs.
NEERJA,Mansoor,male,Fahad and Mansoor are drained of energy and looks at,occupation_gap,Fahad and Mansoor are exhausted and look at
NEERJA,Khalil,male,Neerja is watching Khalil and Safirini talk loudly.,occupation_gap,Neerja observes Khalil and Safirini discussing their plans.
NEERJA,Mushtaq,male,Neerja’s father is stressed as he sees Mushtaq on the,occupation_gap,"Neerja’s father is stressed as he sees Mushtaq on the phone, trying to convince him to take a job in the city."
NEERJA,Mansoor Fahad,male,Mansoor Fahad ke saath peeche jao,occupation_gap,Mansoor Fahad and his team worked together to solve the problem.
NEERJA,Fahad,male,bullets and from behind so are Fahad and Mansoor.,none,bullets and from behind so are Fahad and Mansoor.
NEERJA,Tina,female,Neerja calls out to Sanjana and Tina,occupation_gap,Neerja calls out to her friends Sanjana and Tina
NEERJA,Mansoor,male,Mansoor but Mansoor is not letting go.,occupation_gap,Mansoor is determined to hold on.
NEERJA,Ali,male,"Ali the radio engineer, Anand Parekh - with many other",occupation_gap,"Ali, a radio engineer, and Anand Parekh, among others"
NEERJA,Tina,female,Sanjana and Tina spot Neerja’s family and not knowing how,occupation_gap,Sanjana and Tina spot Neerja’s family and decide to approach them.
NEERJA,Aneesh,male,"Harish breaks down, Aneesh grips him,",agency_gap,"Harish breaks down, and Aneesh supports him."
NEERJA,Meri 3d,female,"Meri 3d, 4d ho gayi Aneesh,",none,"Meri 3d, 4d ho gayi Aneesh,"
NEERJA,Tina,female,"yet proud, raises her hand in a salute. Tina looks at",none,"yet proud, raises her hand in a salute. Tina looks at"
NEERJA,Bas ek baar,male,"Bas ek baar, mere seene se...",none,"Bas ek baar, mere seene se..."
Nil Battey Sannata,Didi,female,"Didi, a woman who looks well read along with her husband is",occupation_gap,"Didi, a woman who is well read and has her own ambitions, is"
Nil Battey Sannata,Didi,female,Didi’s facial expression changes to a smile as she hears the,none,Didi’s facial expression changes to a smile as she hears the
Nil Battey Sannata,Didi,female,Didi looks with one eye open. Chanda is standing in front of,occupation_gap,Didi is cautious as Chanda approaches.
Nil Battey Sannata,Didi,female,Didi sitting on the dining table turns towards her husband.,occupation_gap,"Didi, who has been working hard to advance her career, turns towards her husband."
Nil Battey Sannata,Didi,female,Didi gives a cute mischievous smile to her husband and then,appearance_focus,"Didi gives a mischievous smile to her husband, who is equally amused."
Nil Battey Sannata,Salman,male,ke pass. Salman bhai ko dekha,none,ke pass. Salman bhai ko dekha
Nil Battey Sannata,Salman ki baat kar,male,Salman ki baat kar raha hoon main.,occupation_gap,I'm listening to Salman's story.
Nil Battey Sannata,Amar,male,Appu puts her head down. Sweety looks at Amar who is sitting,agency_gap,"Appu looks determined as she works on her project. Sweety notices Amar, who is also focused on his work."
Nil Battey Sannata,Didi,female,"Chanda is sitting on the floor, sipping tea. Didi is sitting",occupation_gap,"Chanda and Didi are sitting on the floor, sipping tea."
Nil Battey Sannata,Didi,female,water to the plants takes it on the direction of Didi. Didi,occupation_gap,"Didi takes care of the plants, ensuring they get the water they need."
Nil Battey Sannata,Mat ja na aaj,female,"Mat ja na aaj, chaar baje ‘Yeh",none,"Mat ja na aaj, chaar baje ‘Yeh"
Nil Battey Sannata,Rubina,female,Appu dancing with make-up on her face with her friend Rubina,appearance_focus,"Appu and Rubina dance together, both with their own unique style and confidence."
Nil Battey Sannata,Chanda,female,see Chanda. Rubina sneaks past Chanda giving a smile. Appu,relationship_only,"Chanda notices Rubina sneaking past her, but she doesn't seem to mind."
Nil Battey Sannata,Didi,female,Chanda looks very tired. Didi is sitting in the garden,occupation_gap,"Chanda is sitting in the garden, looking tired."
Nil Battey Sannata,Didi,female,Chanda still thinking. Didi uses her hand gestures to tell,occupation_gap,Chanda is contemplating. She uses hand gestures to communicate her thoughts.
Nil Battey Sannata,Didi,female,Didi laughs harder but Chanda looks more worried.,none,Didi laughs harder but Chanda looks more worried.
Nil Battey Sannata,Didi,female,Chanda looks worried. Didi gets serious.,agency_gap,Chanda expresses concern. Didi responds with determination.
Nil Battey Sannata,Didi,female,Chanda looks at Didi and nods her head in yes. No words are,none,Chanda looks at Didi and nods her head in yes. No words are
Nil Battey Sannata,Didi,female,Chanda is preparing nimbu achar while chatting with Didi.,occupation_gap,Chanda is making nimbu achar while catching up with Didi.
Nil Battey Sannata,Didi,female,Chanda keeps quiet. Didi understands her problem.,relationship_only,Chanda confides in Didi about her problem.
Nil Battey Sannata,Didi,female,Didi ne coaching waale Guptaji se,occupation_gap,Didi is a homemaker who also has a
Nil Battey Sannata,Didi,female,Didi takes the remote and reduces the volume and then looks,none,Didi takes the remote and reduces the volume and then looks
Nil Battey Sannata,Didi,female,goes away. Didi is thinking. Chanda comes back with ironed,occupation_gap,"Didi goes away to pursue her career. Meanwhile, Chanda takes care of the ironing."
Nil Battey Sannata,Didi,female,nail paint. Didi is engrossed in thinking.,appearance_focus,"Didi is engrossed in thinking, with her nails painted."
Nil Battey Sannata,Didi,female,Chanda looks at Didi for a moment and then bursts out,relationship_only,Chanda takes a deep breath and then confidently speaks to Didi.
