script,character,gender,line,stereotype_type,rewritten_line,severity_score,rewrite,rank
NEERJA,Hanif,male,"A hassled looking Hanif, managing all the bags and a",occupation_gap,"Hanif, a determined and resourceful person, manages all the bags and",3.0,"Hanif, a determined and resourceful person, manages all the bags and",1
NEERJA,Shakeela,female,Shakeela and Hanif both thank Neeraj as he smiles and,occupation_gap,Shakeela and Hanif both thank Neeraj for his hard work and,3.0,Shakeela and Hanif both thank Neeraj for his hard work and,1
NEERJA,Shakeela,female,leaves them with Shakeela grumbling at Hanif for being,occupation_gap,Shakeela grumbles at Hanif for not being ambitious enough to pursue his dreams.,3.0,Shakeela grumbles at Hanif for not being ambitious enough to pursue his dreams.,1
NEERJA,Hanif,male,irresponsible. Hanif ignores the woman’s mumbling like an,occupation_gap,"Hanif dismisses the woman's concerns, assuming she's just being emotional.",3.0,"Hanif dismisses the woman's concerns, assuming she's just being emotional.",1
NEERJA,Hanif,male,Hanif and his wife Shakeela’s teenage son Jannat and,relationship_only,"Hanif and Shakeela's teenage son Jannat, who is ambitious and determined to make a name for himself, and",2.0,"Hanif and Shakeela's teenage son Jannat, who is ambitious and determined to make a name for himself, and",2
NEERJA,Hanif Hassan,male,Hanif Hassan [45 years old] is overloaded with everyone’s,occupation_gap,Hanif Hassan [45 years old] is a hardworking individual who takes on multiple responsibilities.,3.0,Hanif Hassan [45 years old] is a hardworking individual who takes on multiple responsibilities.,1
NEERJA,Hanif Hassan’s,male,Hanif Hassan’s kids are now almost quarrelling with each,occupation_gap,Hanif Hassan's kids are now almost arguing with each other.,3.0,Hanif Hassan's kids are now almost arguing with each other.,1
NEERJA,Hanif,male,other to sit with Hanif but he is busy stowing the many,occupation_gap,"Hanif is busy stowing the many, but he makes time to sit with the other.",3.0,"Hanif is busy stowing the many, but he makes time to sit with the other.",1
NEERJA,Tina,female,An executive looking foreigner [who Tina was checking out,occupation_gap,Tina noticed a foreigner who was an executive.,3.0,Tina noticed a foreigner who was an executive.,1
NEERJA,Tina,female,As Tina takes the boarding pass from the foreigner- Carl,occupation_gap,"Tina retrieves the boarding pass from the foreigner, Carl.",3.0,"Tina retrieves the boarding pass from the foreigner, Carl.",1
NEERJA,Carl,male,Carl smiles as Tina blushes and then stops when Neerja,agency_gap,"Carl smiles as Tina blushes, but Neerja interrupts, causing Tina to stop.",3.0,"Carl smiles as Tina blushes, but Neerja interrupts, causing Tina to stop.",1
NEERJA,Gopal,male,Gopal is helping his 5 month pregnant wife Babita into,occupation_gap,"Gopal is assisting his wife Babita, who is 5 months pregnant, with",3.0,"Gopal is assisting his wife Babita, who is 5 months pregnant, with",1
NEERJA,Babita,female,Gopal insists on taking Babita’s bag.,occupation_gap,Gopal offers to carry Babita's bag.,3.0,Gopal offers to carry Babita's bag.,1
NEERJA,Tina,female,The camera shows Tina serving Carl Malone a drink. He,occupation_gap,Tina serves Carl Malone a drink.,3.0,Tina serves Carl Malone a drink.,1
NEERJA,Tina,female,looks at her and smiles flirtatiously and so does Tina.,appearance_focus,"Tina smiles back at him, feeling confident and in control of her own attraction.",2.0,"Tina smiles back at him, feeling confident and in control of her own attraction.",2
NEERJA,Mera,female,Good morning to all of you. Mera,occupation_gap,"Good morning to all of you. Mera, who is a successful businesswoman, is here to discuss her latest project.",3.0,"Good morning to all of you. Mera, who is a successful businesswoman, is here to discuss her latest project.",1
NEERJA,Jack Snipes,male,Naam hai captain Jack Snipes And,occupation_gap,Captain Jack Snipes is a skilled and determined leader.,3.0,Captain Jack Snipes is a skilled and determined leader.,1
NEERJA,Fahad,male,He gives Khalil a dirty look then addresses Fahad and,occupation_gap,They,3.0,They,1
NEERJA,Ali,male,Imran Ali pretends to be upset.,occupation_gap,Imran Ali expresses disappointment.,3.0,Imran Ali expresses disappointment.,1
NEERJA,Fahad,male,van while Fahad and Mansoor are sitting behind.,occupation_gap,Fahad and Mansoor are sitting in the van.,3.0,Fahad and Mansoor are sitting in the van.,1
NEERJA,Tina,female,People are still settling down and Neerja tells Tina to,occupation_gap,Neerja encourages Tina to pursue her dreams and find a fulfilling career.,3.0,Neerja encourages Tina to pursue her dreams and find a fulfilling career.,1
NEERJA,Imran Ali,male,Imran Ali approaches Neerja waiting at the starboard,occupation_gap,Imran Ali spots Neerja at the starboard and approaches her,3.0,Imran Ali spots Neerja at the starboard and approaches her,1
NEERJA,Imran Ali,male,Imran Ali excitedly takes them and looks at the titles.,occupation_gap,"Imran Ali excitedly takes them and looks at the titles, eager to find a role that aligns with their ambition and passion.",3.0,"Imran Ali excitedly takes them and looks at the titles, eager to find a role that aligns with their ambition and passion.",1
NEERJA,Imran Ali,male,Neerja pushes Imran Ali to the side and moves towards the,occupation_gap,"Neerja confidently steps forward, leaving Imran Ali to the side.",3.0,"Neerja confidently steps forward, leaving Imran Ali to the side.",1
NEERJA,Mansoor,male,as Fahad and Mansoor are hitting some passengers with,occupation_gap,Fahad and Mansoor are confronting some passengers with,3.0,Fahad and Mansoor are confronting some passengers with,1
NEERJA,Rahul Kumar,male,Rahul Kumar gets up to stop Khalil.,occupation_gap,Rahul Kumar stands up to confront Khalil.,3.0,Rahul Kumar stands up to confront Khalil.,1
NEERJA,Mansoor,male,"Fahad, Mansoor and Safirini are pulling, dragging,",occupation_gap,"Fahad, Mansoor, and Safirini are working together to pull and drag.",3.0,"Fahad, Mansoor, and Safirini are working together to pull and drag.",1
NEERJA,Tina,female,Khalil quickly drags Tina to the front section and orders,occupation_gap,Khalil leads Tina to the front section and orders,3.0,Khalil leads Tina to the front section and orders,1
NEERJA,Rahul Kumar,male,"He reaches Rahul Kumar, remembers him from earlier and",occupation_gap,"Rahul Kumar is reached by him, and he remembers him from earlier.",3.0,"Rahul Kumar is reached by him, and he remembers him from earlier.",1
NEERJA,Rahul Kumar,male,Rahul Kumar from his seat. Rahul resist’s and the,occupation_gap,Rahul Kumar stands up and resists.,3.0,Rahul Kumar stands up and resists.,1
NEERJA,Rahul Kumar,male,Rahul Kumar is trying to wrestle out of Safirini’s,occupation_gap,Rahul Kumar is determined to break free from Safirini’s,3.0,Rahul Kumar is determined to break free from Safirini’s,1
NEERJA,Rahul Kumar,male,"scream in pain, makes her kneel down next to Rahul Kumar,",objectification,Rahul Kumar kneels down next to her in pain.,1.0,Rahul Kumar kneels down next to her in pain.,3
NEERJA,Rahul Kumar,male,still pleading Rahul Kumar and Neerja’s face. She can,agency_gap,"Rahul Kumar and Neerja are still pleading, but they refuse to give up.",3.0,"Rahul Kumar and Neerja are still pleading, but they refuse to give up.",1
NEERJA,Rahul Kumar,male,Inzamam watches the door half open and sees Rahul Kumar,occupation_gap,Rahul Kumar enters the room and Inzamam greets him.,3.0,Rahul Kumar enters the room and Inzamam greets him.,1
NEERJA,Rahul Kumar,male,Rahul Kumar being shot next to her she looks around and,agency_gap,"Rahul Kumar is shot next to her, and she looks around.",3.0,"Rahul Kumar is shot next to her, and she looks around.",1
NEERJA,Rahul Kumar,male,Inzamam is by the body. He sees Rahul Kumar take his last,occupation_gap,"Inzamam is by the body. He sees Rahul Kumar take his last breath, but he also sees the potential for change and equality in the workplace.",3.0,"Inzamam is by the body. He sees Rahul Kumar take his last breath, but he also sees the potential for change and equality in the workplace.",1
NEERJA,Tina,female,Neerja begins making tea and coffee and calls Tina.,occupation_gap,Neerja starts preparing tea and coffee and calls Tina.,3.0,Neerja starts preparing tea and coffee and calls Tina.,1
NEERJA,Tina,female,A scared Tina doesn’t know what to do. Neerja calls her,agency_gap,Tina is scared but decides to take action. Neerja calls her,3.0,Tina is scared but decides to take action. Neerja calls her,1
NEERJA,Tina,female,Tina gets up and joins Neerja. Safirini and Khalil look,occupation_gap,Tina stands up and joins Neerja. Safirini and Khalil watch,3.0,Tina stands up and joins Neerja. Safirini and Khalil watch,1
NEERJA,Tina,female,Neerja tells Tina to help her collect the passports from,occupation_gap,Neerja asks Tina to assist her in collecting the passports from,3.0,Neerja asks Tina to assist her in collecting the passports from,1
NEERJA,Tina,female,"Khalil. Khalil goes towards the (huddling in fear) Tina,",occupation_gap,"Khalil approaches Tina, who is huddling in fear.",3.0,"Khalil approaches Tina, who is huddling in fear.",1
NEERJA,Tina,female,"Debina, Sanjana and Neerja. He pulls Tina towards him and",relationship_only,"Debina, Sanjana, and Neerja. They all pull Tina towards them.",2.0,"Debina, Sanjana, and Neerja. They all pull Tina towards them.",2
NEERJA,Tina,female,"given in to their fate. Neerja, Sanjana, Debina and Tina",occupation_gap,"chose to take charge of their destiny. Neerja, Sanjana, Debina, and Tina",3.0,"chose to take charge of their destiny. Neerja, Sanjana, Debina, and Tina",1
NEERJA,Imran Ali,male,Neerja looks scared towards Imran Ali who gets up from,agency_gap,Neerja feels intimidated by Imran Ali's sudden appearance.,3.0,Neerja feels intimidated by Imran Ali's sudden appearance.,1
NEERJA,Mansoor,male,Fahad and Mansoor [who are near him] look angrily at him,occupation_gap,The protagonist,3.0,The protagonist,1
NEERJA,Imran Ali,male,Imran Ali stands in front of the terrorists and Safirini,occupation_gap,Imran Ali confronts the terrorists with Safirini by his side,3.0,Imran Ali confronts the terrorists with Safirini by his side,1
NEERJA,Imran Ali,male,is sitting in a corner scared as Imran Ali is trying to,agency_gap,is waiting for,3.0,is waiting for,1
NEERJA,Imran Ali,male,kurta as he tell tells Imran Ali to operate the radio.,occupation_gap,Imran Ali is tasked with operating the radio.,3.0,Imran Ali is tasked with operating the radio.,1
NEERJA,Aneesh,male,A sad looking Aneesh is sitting with his hand on his,occupation_gap,"Aneesh, feeling down, rests his hand on his knee.",3.0,"Aneesh, feeling down, rests his hand on his knee.",1
NEERJA,Lado,male,Lado ka peela suit laana hain.,occupation_gap,Lado decides to pursue her career and earn her own money.,3.0,Lado decides to pursue her career and earn her own money.,1
NEERJA,Imran Ali,male,Debina and Imran Ali are sitting in the Business class,occupation_gap,"Debina and Imran Ali are sitting in the Business class, both determined to make their mark in the corporate world.",3.0,"Debina and Imran Ali are sitting in the Business class, both determined to make their mark in the corporate world.",1
NEERJA,Imran Ali,male,Imran Ali and Debina get up nervously and do as they are,occupation_gap,"Imran Ali and Debina stand up, determined to take charge of their situation.",3.0,"Imran Ali and Debina stand up, determined to take charge of their situation.",1
NEERJA,Mansoor,male,Heston is trying desperately to understand what Mansoor,occupation_gap,Heston is actively seeking to understand Mansoor's perspective.,3.0,Heston is actively seeking to understand Mansoor's perspective.,1
